179|9|7|2020-10-29 16:59:49
186|10|7|2022-10-25 19:32:28
217|12|7|2021-04-30 05:29:21
573|5|9|2020-08-16 23:11:27
98|4|9|2024-06-11 02:58:43
632|15|10|2019-09-20 21:10:06
183|18|8|2023-05-30 10:21:14
620|3|9|2024-11-25 10:27:45
494|21|9|2024-07-04 05:01:55
108|9|9|2022-09-20 01:37:37
513|2|5|2018-05-10 05:39:33
35|4|6|2020-03-26 08:10:38
713|1|9|2024-10-14 00:49:30
764|17|6|2022-07-17 18:56:06
103|9|5|2021-01-04 07:01:43
115|18|9|2023-08-07 17:34:51
629|20|9|2022-06-04 16:34:36
145|7|7|2018-11-15 01:38:32
68|18|8|2020-07-24 12:14:08
831|18|10|2023-12-05 09:01:01
355|14|6|2020-05-15 06:56:02
736|20|8|2020-02-09 18:49:16
761|13|10|2019-10-26 15:12:24
634|21|9|2018-09-02 18:16:19
939|17|5|2018-02-07 02:56:30
132|16|10|2022-11-21 19:13:42
344|16|5|2021-04-02 10:25:57
122|10|8|2024-07-28 21:28:30
838|10|7|2024-01-31 09:57:20
592|10|7|2018-01-19 13:22:39
718|5|5|2019-04-20 14:07:37
937|2|10|2018-09-25 13:33:34
596|16|8|2020-12-20 10:25:58
581|1|7|2018-05-07 18:21:03
819|11|9|2023-06-16 00:05:46
902|12|9|2019-01-27 21:06:02
414|20|10|2021-11-03 12:28:44
25|5|8|2023-03-15 22:46:31
34|16|9|2024-04-27 18:13:33
522|15|6|2022-08-25 14:36:02
411|1|10|2024-12-06 22:21:02
284|2|10|2024-01-22 01:25:02
677|16|6|2019-05-31 18:29:38
518|5|10|2023-12-21 03:17:41
124|20|5|2022-12-12 14:10:56
82|1|8|2024-06-09 09:43:00
106|7|7|2018-09-30 12:21:20
893|6|8|2021-09-19 02:58:47
885|4|10|2021-04-23 17:42:50
450|8|10|2024-05-02 21:13:24
730|15|7|2020-12-01 09:20:43
351|12|6|2021-08-20 10:10:07
596|5|8|2023-09-19 18:32:46
915|2|8|2020-08-02 06:44:03
33|4|8|2023-03-23 22:50:04
441|13|5|2022-08-12 11:07:10
493|5|5|2024-05-27 02:42:42
691|17|5|2019-08-19 03:02:01
670|16|9|2024-10-10 03:44:41
906|9|5|2021-04-11 08:38:56
358|18|6|2023-07-07 10:12:21
583|10|9|2023-08-23 18:46:32
625|18|6|2018-11-20 02:34:52
211|1|7|2020-04-21 14:10:07
181|16|7|2024-12-30 21:24:47
18|10|10|2019-04-20 09:51:10
699|7|6|2022-02-13 17:01:12
138|4|6|2024-11-23 04:41:33
502|16|7|2022-10-10 20:36:04
690|12|5|2021-05-19 14:09:15
465|15|10|2022-05-04 17:36:40
606|10|8|2019-04-25 17:51:46
81|21|9|2022-04-29 05:03:45
597|3|5|2021-08-21 13:12:30
765|1|6|2022-11-24 19:54:52
868|20|8|2020-03-17 17:46:29
43|2|9|2023-02-16 22:09:16
210|15|6|2023-02-21 14:43:35
761|8|5|2021-12-21 02:42:51
827|3|5|2024-01-03 00:03:41
32|1|8|2023-06-05 20:58:51
196|4|7|2020-03-19 13:36:19
808|16|5|2018-12-05 18:21:15
761|1|9|2023-11-17 21:35:06
785|9|7|2019-06-13 00:32:34
854|2|10|2021-07-12 16:02:48
767|1|9|2020-06-20 20:45:12
110|7|6|2019-04-12 14:40:51
296|3|8|2022-05-30 14:12:51
395|2|7|2022-08-29 07:05:30
706|6|5|2022-06-10 11:17:13
242|15|8|2019-08-01 18:11:36
522|3|8|2023-12-09 12:35:28
807|13|5|2019-10-09 20:44:12
903|7|9|2021-03-05 07:09:17
467|9|7|2018-01-03 01:45:43
8|10|10|2024-07-11 13:05:13
772|20|9|2018-08-31 19:29:03
696|18|9|2021-05-26 07:38:20
428|21|8|2024-12-28 16:34:51
641|14|7|2020-08-15 22:59:04
767|13|6|2024-04-22 03:36:25
722|3|7|2022-04-23 17:26:13
596|17|5|2024-02-19 19:16:05
62|5|7|2018-08-21 09:04:23
513|10|9|2020-04-22 19:31:01
519|6|7|2019-07-04 17:18:50
198|4|8|2019-07-08 00:44:20
274|13|6|2023-07-09 06:10:51
107|11|5|2019-11-16 22:05:42
318|21|5|2021-11-04 18:39:20
752|18|9|2022-09-11 08:32:31
236|21|7|2023-04-05 13:07:03
869|8|10|2022-08-20 17:45:01
692|12|5|2019-08-07 05:59:34
699|3|5|2020-08-10 11:11:00
169|1|9|2020-10-26 00:09:16
76|12|6|2018-10-03 00:51:02
629|13|8|2023-04-19 19:05:11
717|3|9|2021-01-30 21:07:17
42|12|8|2018-09-09 15:34:26
344|12|7|2024-04-17 05:43:17
374|14|5|2020-01-02 22:39:13
439|21|9|2022-11-22 05:57:41
816|14|6|2023-03-08 09:54:15
644|19|7|2024-05-16 23:53:14
379|9|9|2021-04-02 20:56:02
45|1|8|2023-07-13 10:02:35
69|4|9|2023-12-13 01:20:45
690|6|7|2022-11-22 17:03:13
831|7|5|2021-10-17 23:13:47
451|15|10|2022-11-24 21:31:39
483|13|8|2023-03-13 20:50:02
918|10|6|2019-04-03 07:13:15
929|6|5|2019-07-25 22:08:20
357|1|9|2020-10-18 20:42:57
178|20|9|2022-02-11 14:19:08
458|16|6|2023-10-22 22:19:12
431|17|6|2018-12-19 13:20:37
602|14|10|2018-12-19 19:54:25
893|8|5|2023-10-28 22:12:26
828|19|10|2023-06-12 01:58:27
113|1|6|2022-02-14 10:43:12
624|10|7|2023-10-15 20:10:40
794|11|7|2022-02-19 03:50:24
788|16|8|2021-06-18 22:56:50
447|15|8|2020-05-14 06:21:28
182|5|9|2019-02-24 16:48:44
804|10|10|2023-05-08 10:16:41
886|18|10|2019-03-21 20:18:57
55|16|10|2019-02-15 16:32:54
726|14|6|2018-09-09 03:43:53
659|10|9|2020-10-16 02:27:57
536|20|8|2022-08-03 00:07:36
626|7|8|2018-05-12 06:46:57
590|9|7|2022-07-04 15:36:56
699|19|8|2019-10-16 16:58:45
147|14|5|2019-06-28 20:12:18
234|11|7|2020-05-11 19:29:32
394|9|9|2022-09-29 20:22:06
844|20|10|2024-12-16 23:26:10
226|14|9|2023-06-13 11:52:39
480|9|5|2020-12-09 01:03:59
621|3|10|2018-10-13 10:29:13
745|4|6|2023-05-17 04:19:18
228|15|10|2020-11-04 07:19:30
440|17|6|2024-10-11 11:13:23
388|6|7|2022-11-23 10:36:31
631|9|9|2023-06-30 03:37:44
318|4|7|2024-09-26 15:10:04
66|19|10|2021-08-07 19:19:37
118|7|8|2019-02-21 16:59:13
541|3|6|2020-04-06 03:27:52
854|18|9|2019-01-29 03:08:48
242|11|6|2024-08-13 17:11:26
735|18|5|2024-02-03 21:29:01
885|19|5|2024-10-02 01:27:04
790|5|6|2022-08-20 09:27:22
813|9|9|2024-10-06 09:32:32
403|4|8|2019-07-06 13:24:53
812|8|9|2020-05-13 08:03:39
87|7|8|2019-03-25 04:27:41
403|8|7|2020-02-17 23:25:34
747|19|7|2023-01-21 00:30:34
418|12|6|2022-09-18 14:40:36
629|17|7|2021-03-14 00:36:44
821|7|5|2018-10-03 06:08:12
612|16|9|2022-03-24 07:36:25
576|12|6|2020-09-10 04:59:12
251|1|8|2019-12-24 05:17:45
577|16|10|2018-05-22 15:31:28
462|4|8|2019-01-18 06:10:08
227|12|9|2022-08-02 11:13:37
642|14|7|2023-10-20 05:30:48
758|6|6|2024-11-07 09:40:59
525|12|6|2022-02-09 12:50:57
413|1|10|2022-06-26 21:31:02
564|12|6|2021-05-12 13:07:46
742|6|7|2019-09-06 12:40:21
540|12|8|2023-08-14 18:32:24
389|3|6|2021-10-22 01:42:03
641|1|8|2019-10-13 02:37:07
559|15|7|2020-06-21 12:01:33
16|1|6|2022-10-26 16:11:12
478|18|6|2024-09-17 14:55:46
753|8|9|2024-03-19 19:19:26
354|2|10|2023-08-05 21:10:37
772|6|6|2022-01-01 16:44:18
557|4|5|2021-09-01 14:48:02
245|10|10|2020-06-11 14:24:23
879|12|7|2024-05-21 07:43:59
943|9|6|2021-08-25 21:44:00
588|3|10|2023-04-16 09:11:14
695|5|9|2020-03-18 22:52:50
264|7|6|2022-02-15 02:17:14
691|17|9|2024-10-13 12:56:38
730|8|5|2021-03-09 10:30:23
447|11|6|2019-04-28 14:21:16
129|3|6|2024-02-21 10:06:02
196|1|7|2020-05-04 10:51:28
816|14|7|2022-08-19 14:48:01
617|12|5|2020-07-18 21:37:08
438|6|5|2020-11-25 16:26:49
864|6|10|2022-10-30 04:27:15
586|16|6|2020-02-11 22:29:12
421|3|6|2024-08-09 11:39:26
38|6|10|2022-12-09 22:00:57
443|17|6|2022-03-26 18:15:07
829|2|5|2018-03-16 14:56:25
86|10|10|2021-07-27 18:05:23
519|20|7|2022-07-31 14:43:50
196|3|9|2019-04-21 10:16:25
739|17|10|2021-12-25 02:12:37
941|2|8|2022-10-30 01:00:23
427|9|8|2022-02-09 21:50:53
792|19|9|2018-07-04 02:15:42
392|12|9|2022-06-15 11:46:41
142|17|9|2018-02-13 08:00:05
152|4|10|2022-08-21 02:03:13
739|17|9|2021-10-27 21:22:10
815|10|5|2022-10-24 00:25:39
842|3|6|2023-12-04 04:49:48
312|12|9|2018-09-23 10:32:37
684|8|10|2018-08-13 10:23:25
762|6|8|2022-08-24 14:20:43
394|14|9|2023-02-14 22:25:06
171|12|6|2023-04-06 12:29:40
334|13|9|2018-02-19 04:56:56
781|16|5|2024-07-30 09:29:28
226|7|9|2019-11-07 07:19:26
668|2|9|2019-10-01 04:31:44
341|12|6|2024-08-06 09:06:33
666|15|7|2018-02-26 04:28:40
471|3|7|2022-08-23 11:38:17
514|18|10|2022-01-13 20:45:36
479|3|7|2024-02-04 04:09:53
323|7|8|2024-05-05 22:58:05
219|13|5|2021-08-10 07:48:41
688|2|5|2019-04-26 06:07:17
338|1|10|2023-08-09 09:07:20
869|17|6|2019-03-17 18:50:27
340|17|7|2023-05-26 04:58:26
53|8|7|2023-10-24 18:02:40
246|2|5|2022-09-05 19:01:58
144|3|7|2024-02-27 11:05:11
673|18|10|2020-03-29 21:14:45
540|12|6|2018-08-04 15:05:03
570|9|7|2023-12-01 18:29:26
159|3|6|2019-04-11 13:59:06
585|11|7|2018-03-02 19:25:48
125|8|9|2023-10-25 14:46:19
359|19|7|2021-05-17 11:54:08
813|12|5|2024-01-25 04:13:59
316|4|10|2020-11-24 02:31:43
141|2|7|2018-06-22 08:43:28
432|12|7|2024-10-21 03:07:16
816|12|10|2022-12-04 10:19:47
286|14|6|2019-09-14 06:30:36
574|20|7|2024-02-18 13:08:07
460|16|10|2020-02-24 20:17:38
399|15|10|2020-08-05 03:55:56
852|21|7|2021-09-23 23:14:09
707|15|9|2022-10-24 14:03:22
765|16|10|2023-11-20 12:00:07
189|1|10|2024-12-22 21:52:02
505|11|8|2019-08-03 06:04:31
890|9|10|2018-07-26 01:45:55
207|12|6|2019-06-09 11:31:56
637|17|9|2019-06-27 11:35:46
24|4|7|2022-06-11 16:57:41
622|14|9|2018-11-16 07:13:08
725|12|7|2020-01-14 09:31:55
451|15|10|2019-02-03 20:49:14
789|3|6|2022-07-02 05:09:52
676|15|8|2022-10-27 04:47:04
25|8|7|2020-06-08 09:00:20
636|6|9|2018-08-07 12:11:53
760|3|10|2019-06-01 08:14:43
848|3|7|2023-05-07 09:33:44
644|10|8|2024-04-28 03:31:37
156|9|6|2022-12-27 22:55:09
322|18|5|2021-06-08 17:51:42
12|6|10|2023-09-30 18:11:21
140|15|9|2018-02-12 05:32:04
83|4|7|2023-05-16 03:26:51
387|13|9|2018-12-09 11:53:28
921|15|6|2020-03-22 19:13:08
348|1|5|2024-01-06 19:44:33
297|12|8|2019-07-27 15:55:02
797|1|5|2022-05-14 01:01:57
501|21|9|2020-06-21 10:50:52
739|3|10|2023-10-24 13:36:55
485|18|9|2022-06-14 20:55:01
628|12|8|2023-11-03 12:05:27
800|21|9|2023-03-25 10:43:48
463|19|9|2022-01-13 16:09:40
432|5|7|2022-09-20 09:00:49
536|17|7|2024-08-05 21:50:37
222|6|6|2021-10-29 12:18:23
553|15|10|2019-02-10 01:16:33
66|19|6|2020-08-25 14:19:58
291|11|8|2022-03-22 07:36:38
841|14|7|2024-11-17 18:02:02
856|12|7|2018-09-12 18:39:42
466|8|7|2019-01-03 04:29:22
741|21|9|2023-12-07 18:06:30
764|19|10|2020-10-11 22:51:42
902|6|9|2019-12-05 04:14:33
584|18|10|2020-02-13 14:02:50
466|18|9|2019-05-17 07:50:10
766|16|8|2023-01-08 08:56:10
371|6|6|2024-05-23 09:53:47
289|5|7|2024-03-09 01:03:28
676|3|8|2024-04-03 07:33:58
799|20|7|2020-08-20 02:09:00
361|2|5|2024-08-24 05:04:34
912|6|6|2022-01-22 21:11:29
6|16|5|2023-12-05 18:48:06
524|12|6|2024-09-15 04:14:47
709|13|10|2018-07-13 20:50:07
206|1|6|2022-09-02 16:09:29
391|13|7|2022-08-23 11:30:55
144|13|5|2020-01-18 13:25:18
787|5|6|2024-06-22 13:16:02
572|9|8|2021-11-07 00:41:04
909|17|6|2020-10-20 18:11:44
261|6|7|2024-09-08 07:25:09
844|6|5|2023-04-22 17:33:48
6|7|7|2022-08-25 19:45:07
587|16|8|2024-11-01 18:41:58
444|18|7|2019-07-11 00:51:52
274|11|10|2020-08-07 20:12:01
710|6|6|2019-01-25 08:39:59
446|12|6|2020-06-20 15:53:47
273|20|8|2020-10-17 02:57:33
926|14|10|2024-05-28 23:13:05
324|13|7|2024-05-29 16:39:24
585|3|5|2024-02-29 11:49:31
268|14|7|2020-06-26 23:24:08
714|17|9|2018-06-01 11:32:51
365|7|9|2024-05-03 13:43:14
354|21|8|2018-08-18 23:32:47
381|8|7|2021-05-18 23:15:10
814|18|5|2020-07-28 14:16:01
686|20|6|2023-02-06 12:48:51
927|15|10|2019-06-12 12:31:57
933|4|7|2019-03-22 06:53:45
307|9|6|2023-12-07 16:15:08
764|2|8|2021-02-09 17:28:24
130|16|9|2024-07-13 22:57:15
551|5|5|2024-06-09 20:51:40
877|17|10|2022-01-15 23:17:47
478|14|9|2024-05-27 06:43:15
518|11|5|2022-12-01 15:11:10
108|21|8|2020-12-11 14:28:36
698|1|9|2021-07-06 09:24:30
166|20|8|2018-08-03 12:55:12
243|3|9|2022-05-20 08:34:32
328|9|10|2023-12-08 10:37:52
509|21|10|2020-01-01 05:09:11
927|6|8|2020-06-19 18:35:36
224|16|8|2018-09-23 19:26:25
751|4|5|2024-02-03 22:53:48
291|7|7|2019-08-21 18:52:00
919|18|6|2020-08-18 16:20:48
77|18|7|2019-09-13 07:55:46
920|19|9|2022-07-07 05:56:30
908|6|6|2021-03-30 20:41:53
12|17|9|2024-10-13 13:12:33
809|13|6|2023-04-17 11:12:45
793|1|7|2018-10-01 21:39:21
208|10|8|2023-10-01 05:49:51
769|4|10|2018-01-27 03:21:28
517|16|8|2019-11-23 16:35:22
628|13|7|2021-03-29 02:35:58
239|20|6|2023-08-30 22:00:35
2|15|9|2021-07-30 22:38:06
675|2|10|2019-12-24 08:21:19
466|14|7|2018-08-01 15:52:23
161|1|7|2024-02-10 01:41:41
207|16|5|2021-05-23 16:02:21
482|13|8|2022-01-04 10:27:29
255|21|8|2019-03-03 15:47:35
605|10|6|2021-05-26 09:44:26
738|18|5|2021-03-17 05:41:12
702|7|10|2020-07-21 19:33:25
738|11|6|2021-01-20 07:46:31
488|2|10|2022-03-21 22:56:05
722|20|8|2021-12-06 03:33:00
755|20|8|2023-11-24 01:39:59
139|19|7|2022-06-05 02:21:49
870|4|8|2019-09-14 23:45:03
559|6|8|2022-12-07 04:47:57
61|8|7|2023-05-02 11:12:36
110|11|9|2018-05-06 06:16:18
300|15|7|2020-08-15 15:55:19
26|8|10|2018-01-05 10:57:09
317|2|7|2022-10-22 16:32:47
64|12|5|2020-03-07 18:36:48
531|7|9|2019-03-11 16:32:09
409|2|10|2022-06-16 22:45:05
135|17|5|2022-01-15 20:50:44
670|4|9|2019-04-07 22:01:55
854|2|5|2019-05-01 07:56:03
823|14|6|2019-11-04 22:32:59
761|17|6|2018-08-30 09:12:47
541|13|9|2020-11-21 22:47:38
109|10|8|2019-10-23 10:32:18
514|10|7|2023-11-16 21:57:24
231|11|5|2021-03-07 13:23:26
113|15|5|2023-05-04 07:17:04
51|13|10|2022-04-23 17:53:29
798|10|9|2019-05-18 14:17:07
216|9|10|2021-04-04 19:03:58
723|10|7|2022-09-17 18:20:22
18|10|7|2024-11-26 19:03:12
661|16|7|2018-04-09 21:05:53
738|2|10|2020-02-18 20:51:32
669|2|5|2018-04-04 10:13:11
169|2|8|2023-10-28 19:12:45
154|19|6|2020-06-15 11:34:24
529|17|9|2024-10-03 12:52:01
765|4|9|2021-03-12 14:40:49
782|5|7|2019-03-23 09:31:19
165|13|9|2022-08-04 21:24:08
28|10|8|2019-03-10 04:40:41
262|15|10|2018-09-23 10:16:42
592|13|7|2018-10-26 18:30:25
714|15|5|2023-07-10 04:22:51
823|5|7|2023-10-02 20:44:31
559|5|5|2024-04-13 17:52:53
730|18|7|2019-03-27 19:16:44
491|14|9|2019-06-30 10:30:43
626|7|10|2019-09-24 06:48:38
161|14|8|2021-06-10 16:49:20
782|18|6|2020-11-13 15:46:34
290|6|7|2018-06-20 01:19:42
662|11|10|2020-12-02 15:45:12
458|15|9|2018-10-11 08:48:06
388|7|7|2023-03-12 05:56:53
527|21|9|2021-12-29 06:10:47
688|10|8|2018-12-03 21:19:59
894|20|8|2019-11-21 23:17:09
672|13|8|2023-08-30 18:15:03
190|6|7|2021-04-30 01:37:40
149|13|7|2018-10-05 17:14:05
211|10|5|2023-02-24 13:26:01
200|12|10|2020-09-10 15:09:16
233|6|9|2023-03-04 20:43:35
901|15|6|2020-07-14 03:21:04
611|6|7|2023-06-15 02:18:23
304|4|5|2018-09-10 03:07:37
152|9|7|2023-06-04 09:10:14
544|10|7|2020-04-18 00:00:10
730|8|5|2019-10-12 01:50:07
723|13|5|2018-08-25 07:23:07
255|2|7|2020-07-02 05:25:50
454|7|10|2020-09-09 06:46:32
23|12|8|2018-11-15 05:35:20
281|7|10|2019-03-04 20:11:32
684|3|8|2024-08-27 16:17:11
157|11|10|2022-03-31 19:16:53
269|18|8|2018-05-25 09:53:23
549|21|9|2018-01-11 06:51:24
714|14|10|2018-01-22 04:18:19
642|8|7|2023-07-01 05:49:17
597|6|7|2019-08-30 19:12:44
321|6|7|2024-12-24 07:43:40
844|7|9|2019-10-11 18:25:34
343|20|10|2021-08-13 20:48:20
522|21|6|2023-02-03 20:35:03
655|9|5|2020-02-28 00:03:29
408|9|5|2023-08-16 05:30:27
927|7|10|2024-01-19 04:38:31
902|9|6|2021-07-23 18:55:57
448|10|9|2019-11-27 08:11:20
808|8|10|2024-08-16 00:53:45
48|1|9|2023-03-24 15:50:37
867|2|10|2024-01-07 08:13:21
769|21|10|2019-10-24 08:30:21
177|12|10|2021-08-16 20:32:15
330|1|5|2022-01-26 00:10:45
351|12|8|2018-04-10 15:26:53
849|18|5|2020-06-21 00:48:58
780|16|8|2023-11-29 04:16:56
98|15|5|2021-03-13 16:14:35
169|2|5|2022-08-02 16:54:24
770|20|10|2022-03-15 04:46:14
893|19|10|2018-10-14 22:19:39
873|11|8|2018-02-23 09:49:22
306|2|8|2019-08-03 17:07:09
398|10|7|2021-05-24 14:59:30
31|12|5|2020-12-20 18:01:02
890|5|10|2018-05-28 17:41:53
516|1|7|2022-11-04 00:59:21
394|6|10|2022-03-13 16:21:01
436|9|6|2019-04-12 20:23:11
406|5|10|2022-01-18 01:59:55
728|2|8|2021-01-29 05:16:20
657|16|6|2020-09-05 11:18:45
586|19|7|2021-02-13 18:53:49
52|9|8|2024-08-21 06:12:38
687|16|8|2021-04-21 10:28:59
929|14|7|2022-08-13 01:40:18
339|14|10|2022-10-30 08:58:18
198|2|5|2021-01-20 18:11:44
647|14|8|2022-05-16 13:46:04
859|5|10|2018-09-04 03:06:06
507|20|10|2023-03-08 12:52:23
770|20|9|2022-04-10 03:36:46
776|12|9|2022-08-15 11:36:57
718|2|6|2023-09-27 10:50:13
18|4|8|2018-10-01 19:04:41
785|7|8|2021-09-20 03:31:37
277|14|5|2021-05-09 19:40:20
835|9|10|2018-12-19 07:56:40
652|17|7|2023-11-20 02:18:56
564|9|5|2018-12-05 10:04:10
506|20|8|2021-06-28 08:39:22
43|7|7|2024-06-04 23:01:50
613|11|8|2018-12-07 08:31:01
580|1|5|2020-05-09 16:55:02
257|5|10|2023-08-16 14:39:47
623|20|9|2024-05-22 12:57:15
71|8|6|2023-12-02 00:32:37
155|12|7|2018-06-14 03:56:56
221|18|9|2021-12-10 00:25:17
442|18|10|2018-08-10 08:49:11
608|2|5|2020-10-20 08:00:54
348|3|5|2023-01-24 09:11:27
892|5|6|2022-12-06 10:20:01
58|14|7|2024-04-02 19:50:54
668|11|7|2024-10-20 16:43:53
720|17|8|2018-07-15 20:59:21
673|19|8|2020-03-30 01:42:25
745|15|7|2020-05-19 22:08:49
492|17|5|2019-02-23 06:13:25
354|15|6|2018-05-24 10:22:01
501|12|6|2024-02-08 19:34:20
94|15|6|2022-04-07 06:19:27
257|10|9|2023-08-26 04:36:45
815|18|6|2021-10-04 14:25:30
512|9|9|2018-09-30 10:36:07
508|7|7|2021-05-23 07:48:27
223|21|9|2022-09-19 07:50:53
91|11|9|2019-05-24 09:47:04
593|20|9|2023-04-14 12:00:45
164|20|9|2019-03-11 03:28:02
109|13|6|2022-11-17 22:23:24
119|14|7|2020-09-18 12:23:15
77|1|6|2019-03-08 06:51:39
132|6|9|2023-05-21 22:13:08
685|8|9|2022-04-25 10:00:51
144|11|10|2022-06-25 12:48:24
713|2|8|2023-05-16 06:21:27
876|3|9|2024-02-16 05:25:29
10|15|10|2019-12-15 11:14:43
772|20|8|2022-09-23 12:14:21
794|13|10|2023-02-19 16:17:53
694|13|9|2022-05-06 12:07:41
175|3|10|2019-02-14 20:46:13
505|13|6|2018-05-20 17:37:17
360|15|9|2022-10-14 15:13:51
261|15|9|2019-08-04 03:22:50
366|11|8|2018-09-18 14:53:55
351|10|5|2018-03-11 20:27:59
258|4|9|2021-05-19 10:19:00
200|1|9|2020-03-07 23:18:35
507|13|9|2018-06-11 01:32:45
842|13|9|2018-06-04 19:33:18
173|16|10|2021-03-03 04:57:29
391|3|8|2018-04-23 20:44:12
177|20|5|2018-03-18 19:39:34
42|20|6|2021-09-05 05:57:00
816|18|8|2021-02-02 17:23:03
762|1|5|2022-12-22 14:18:33
17|11|7|2018-08-19 18:19:39
882|17|10|2024-11-01 18:43:22
683|18|7|2022-01-19 16:09:01
811|20|7|2021-04-14 00:31:45
766|3|5|2023-12-02 07:35:41
521|1|6|2022-02-06 04:24:35
901|1|6|2022-02-10 00:12:51
205|4|6|2020-11-01 05:50:05
511|4|6|2021-07-30 17:58:27
425|15|10|2020-03-25 07:53:12
383|5|10|2024-08-08 08:57:41
424|8|6|2022-12-28 04:28:21
262|6|7|2020-07-23 14:17:37
318|4|7|2024-03-24 02:47:49
702|18|6|2018-09-06 18:09:11
789|20|9|2023-04-22 00:31:49
773|3|9|2018-01-25 18:02:32
740|9|10|2020-06-29 21:18:50
512|8|7|2024-02-17 05:00:18
420|13|7|2021-03-18 06:51:45
912|1|6|2023-10-05 02:17:22
927|9|6|2023-03-22 01:20:42
478|12|7|2024-06-12 00:41:51
239|4|7|2023-03-08 05:02:22
159|17|10|2022-08-09 03:24:34
226|21|10|2018-11-15 06:43:01
131|19|9|2022-09-29 07:45:30
856|13|8|2020-05-31 23:32:43
256|11|7|2021-04-07 16:44:28
630|5|8|2023-10-24 19:29:49
902|16|5|2019-08-06 00:31:12
833|10|10|2019-07-20 14:13:32
858|17|8|2023-05-18 04:31:51
35|18|10|2024-04-24 20:24:37
408|15|5|2020-09-03 02:25:06
378|4|8|2022-11-14 01:58:57
822|16|9|2022-08-18 11:05:30
225|10|7|2023-12-19 20:48:03
642|21|5|2022-04-20 05:57:40
522|7|9|2021-11-25 19:54:34
795|14|9|2019-04-19 14:38:40
297|3|7|2020-07-06 02:58:19
219|6|9|2022-05-24 00:12:52
762|1|5|2023-09-14 02:17:53
597|5|10|2023-03-21 15:14:52
196|11|5|2022-04-28 03:28:04
50|15|8|2019-10-11 11:50:09
605|9|8|2021-03-16 22:51:45
908|15|7|2020-10-12 17:16:41
652|5|5|2018-07-01 09:57:51
494|16|6|2024-11-07 09:13:54
508|15|10|2022-07-23 07:23:45
56|12|9|2023-10-08 08:38:37
185|6|6|2020-12-06 08:31:43
330|15|7|2020-04-02 15:15:21
189|16|5|2018-12-25 14:23:48
755|19|7|2023-11-08 05:43:16
719|2|6|2020-09-23 06:48:08
397|8|10|2023-08-29 23:19:28
47|11|9|2021-02-12 08:00:08
480|19|10|2019-10-20 00:04:58
724|16|6|2020-12-11 16:48:33
135|7|10|2024-08-11 02:07:21
358|18|5|2018-11-20 22:02:39
197|11|5|2019-07-21 04:07:16
528|12|7|2022-11-27 11:40:18
260|16|7|2018-09-29 04:08:45
